dataTime,locType,longitude,latitude,heading,accuracy,speed,distance,isBackForeground,stepType,altitude
1705222986,1,110.290207,25.278109,0.0,40.0,-1.0,309.021015017449,1,0,0.0
1705223026,1,110.29111,25.281164,0.0,40.0,-1.0,352.018494655957,1,0,0.0
1705223099,1,110.292473,25.286876,0.0,40.0,-1.0,650.48904606987,1,0,0.0
1705223226,1,110.294633,25.290326,0.0,40.0,-1.0,441.31848881751375,1,0,0.0
1705223257,1,110.293831,25.292509,0.0,40.0,-1.0,256.066187127869,1,0,0.0
1705223287,1,110.293028,25.295927,0.0,40.0,-1.0,388.97870090996014,1,0,0.0
1705223405,1,110.293511,25.298249,0.0,40.0,-1.0,263.01513432044203,1,0,0.0
1705223459,1,110.295173,25.302276,0.0,40.0,-1.0,478.4728908864715,1,0,0.0
1705223478,1,110.295385,25.303816,0.0,40.0,-1.0,172.75458082359123,1,0,0.0
1705223540,1,110.295761,25.304937,0.0,40.0,-1.0,130.40015375747646,1,0,0.0
1705223713,1,110.29726,25.31265,0.0,40.0,-1.0,871.7583002591717,1,0,0.0
1705223781,1,110.297973,25.316351,0.0,40.0,-1.0,418.19437335494644,1,0,0.0
1705223929,1,110.302452,25.328726,0.0,40.0,-1.0,1449.4295697251375,1,0,0.0
1705223945,1,110.302371,25.329867,0.0,40.0,-1.0,127.27677096334452,1,0,0.0
1705224030,1,110.302212,25.330462,0.0,40.0,-1.0,68.13975775296933,1,0,0.0
1705224057,1,110.300506,25.331158,0.0,40.0,-1.0,188.3273209202062,1,0,0.0
1705224090,1,110.299329,25.331373,0.0,40.0,-1.0,120.81935577147776,1,0,0.0
1705224597,1,110.298108,25.331407,0.0,40.0,-1.0,122.91034854873239,1,0,0.0
1705224843,1,110.297056,25.331693,0.0,40.0,-1.0,110.53225114363389,1,0,0.0
1705226509,1,110.294847,25.355264,0.0,40.0,-1.0,2633.3064013349244,1,0,0.0
1705226513,1,110.294553,25.356368,0.0,40.0,-1.0,126.40524832829755,1,0,0.0
1705226517,1,110.294369,25.357342,0.0,40.0,-1.0,109.99369881716758,1,0,0.0
1705226521,1,110.29406,25.358318,0.0,40.0,-1.0,113.00679704147403,1,0,0.0
1705226525,1,110.293775,25.359275,0.0,40.0,-1.0,110.32284450310513,1,0,0.0
1705226529,1,110.293466,25.360284,0.0,40.0,-1.0,116.54284147393844,1,0,0.0
1705226533,1,110.293261,25.361401,0.0,40.0,-1.0,126.04217476211964,1,0,0.0
1705226537,1,110.293306,25.362388,0.0,40.0,-1.0,109.96552732538261,1,0,0.0
1705226541,1,110.293406,25.363336,0.0,40.0,-1.0,106.00923384397316,1,0,0.0
1705226547,1,110.293715,25.364421,0.0,40.0,-1.0,124.71687877529757,1,0,0.0
1705226551,1,110.294324,25.365337,0.0,40.0,-1.0,118.95440856164471,1,0,0.0
1705226555,1,110.295214,25.366322,0.0,40.0,-1.0,141.55339116641525,1,0,0.0
1705226559,1,110.296064,25.367194,0.0,40.0,-1.0,129.3549993102401,1,0,0.0
1705226563,1,110.297003,25.368008,0.0,40.0,-1.0,130.88825701190856,1,0,0.0
1705226567,1,110.297756,25.36886,0.0,40.0,-1.0,121.37570069277551,1,0,0.0
1705226570,1,110.298479,25.3695,0.0,40.0,-1.0,101.8054435730888,1,0,0.0
1705226574,1,110.299515,25.3702,0.0,40.0,-1.0,130.11829823589656,1,0,0.0
1705226578,1,110.300575,25.370742,0.0,40.0,-1.0,122.5063610913851,1,0,0.0
1705226597,1,110.306185,25.371467,0.0,40.0,-1.0,570.0124695731129,1,0,0.0
1705226613,1,110.310804,25.370851,0.0,40.0,-1.0,469.62550700270333,1,0,0.0
1705226617,1,110.312028,25.370816,0.0,40.0,-1.0,123.17540524766598,1,0,0.0
1705226621,1,110.313319,25.370807,0.0,40.0,-1.0,129.8567354949866,1,0,0.0
1705226624,1,110.314321,25.370799,0.0,40.0,-1.0,100.7882504240915,1,0,0.0
1705226628,1,110.315558,25.370809,0.0,40.0,-1.0,124.42632387273807,1,0,0.0
1705226632,1,110.316756,25.370861,0.0,40.0,-1.0,120.63750548787436,1,0,0.0
1705226636,1,110.318005,25.370835,0.0,40.0,-1.0,125.6616640963172,1,0,0.0
1705226640,1,110.319256,25.370775,0.0,40.0,-1.0,126.00665934873199,1,0,0.0
1705226644,1,110.32044,25.370749,0.0,40.0,-1.0,119.12567268864996,1,0,0.0
1705226648,1,110.32168,25.370769,0.0,40.0,-1.0,124.7430223135402,1,0,0.0
1705226652,1,110.322905,25.370808,0.0,40.0,-1.0,123.29088844017528,1,0,0.0
1705226656,1,110.324149,25.370767,0.0,40.0,-1.0,125.20866872038482,1,0,0.0
1705226659,1,110.325149,25.37076,0.0,40.0,-1.0,100.58612781887742,1,0,0.0
1705226662,1,110.326165,25.370791,0.0,40.0,-1.0,102.25072337536483,1,0,0.0
1705226665,1,110.327193,25.370798,0.0,40.0,-1.0,103.40238612361162,1,0,0.0
1705226668,1,110.328247,25.370779,0.0,40.0,-1.0,106.03573045522522,1,0,0.0
1705226671,1,110.329325,25.37074,0.0,40.0,-1.0,108.51558818419385,1,0,0.0
1705226674,1,110.330431,25.37077,0.0,40.0,-1.0,111.2951084647611,1,0,0.0
1705226677,1,110.33156,25.370785,0.0,40.0,-1.0,113.57063304907263,1,0,0.0
1705226680,1,110.332696,25.37086,0.0,40.0,-1.0,114.5670590714138,1,0,0.0
1705226683,1,110.333848,25.370907,0.0,40.0,-1.0,115.98979390979443,1,0,0.0
1705226686,1,110.335068,25.370983,0.0,40.0,-1.0,123.0026197374418,1,0,0.0
1705226689,1,110.336269,25.371068,0.0,40.0,-1.0,121.17016159948535,1,0,0.0
1705226692,1,110.337491,25.371196,0.0,40.0,-1.0,123.73546520761255,1,0,0.0
1705226695,1,110.338719,25.371374,0.0,40.0,-1.0,125.09488375813163,1,0,0.0
1705226697,1,110.339969,25.371562,0.0,40.0,-1.0,127.4581491545582,1,0,0.0
1705226700,1,110.34124,25.371729,0.0,40.0,-1.0,129.1848503177555,1,0,0.0
1705226703,1,110.342519,25.371914,0.0,40.0,-1.0,130.2827216165557,1,0,0.0
1705226706,1,110.343819,25.372103,0.0,40.0,-1.0,132.43861762935526,1,0,0.0
1705226709,1,110.345164,25.37226,0.0,40.0,-1.0,136.40704919075552,1,0,0.0
1705226712,1,110.346505,25.372375,0.0,40.0,-1.0,135.4864605805414,1,0,0.0
1705226715,1,110.347876,25.372474,0.0,40.0,-1.0,138.33732152970316,1,0,0.0
1705226718,1,110.349248,25.37258,0.0,40.0,-1.0,138.50160740540647,1,0,0.0
1705226721,1,110.350638,25.372751,0.0,40.0,-1.0,141.0983447007663,1,0,0.0
1705226724,1,110.352041,25.372894,0.0,40.0,-1.0,142.01082778019202,1,0,0.0
1705226727,1,110.353461,25.373041,0.0,40.0,-1.0,143.75990938240403,1,0,0.0
1705226730,1,110.354922,25.373149,0.0,40.0,-1.0,147.4402003717548,1,0,0.0
1705226733,1,110.356403,25.373313,0.0,40.0,-1.0,150.07521556099607,1,0,0.0
1705226736,1,110.357871,25.373442,0.0,40.0,-1.0,148.34960011612236,1,0,0.0
1705226738,1,110.358857,25.373558,0.0,40.0,-1.0,100.00991916904066,1,0,0.0
1705226740,1,110.359851,25.373668,0.0,40.0,-1.0,100.72441885122412,1,0,0.0
1705226742,1,110.360859,25.373792,0.0,40.0,-1.0,102.32079782002029,1,0,0.0
1705226744,1,110.361863,25.373895,0.0,40.0,-1.0,101.63183381383239,1,0,0.0
1705226746,1,110.362873,25.374028,0.0,40.0,-1.0,102.65949858365842,1,0,0.0
1705226748,1,110.363893,25.374122,0.0,40.0,-1.0,103.12426072963437,1,0,0.0
1705226750,1,110.364944,25.374212,0.0,40.0,-1.0,106.18364051019931,1,0,0.0
1705226752,1,110.365987,25.374287,0.0,40.0,-1.0,105.23698598609917,1,0,0.0
1705226754,1,110.367031,25.374374,0.0,40.0,-1.0,105.45143839283745,1,0,0.0
1705226756,1,110.368079,25.374498,0.0,40.0,-1.0,106.30793834322527,1,0,0.0
1705226758,1,110.369128,25.374605,0.0,40.0,-1.0,106.17870640522003,1,0,0.0
1705226760,1,110.370202,25.374679,0.0,40.0,-1.0,108.33655620924834,1,0,0.0
1705226762,1,110.371303,25.37469,0.0,40.0,-1.0,110.7452585538084,1,0,0.0
1705226764,1,110.372413,25.374697,0.0,40.0,-1.0,111.64643107665717,1,0,0.0
1705226766,1,110.373535,25.374678,0.0,40.0,-1.0,112.87050989534977,1,0,0.0
1705226768,1,110.374629,25.374637,0.0,40.0,-1.0,110.12903491992306,1,0,0.0
1705226770,1,110.375734,25.374607,0.0,40.0,-1.0,111.191010314289,1,0,0.0
1705226772,1,110.376837,25.374592,0.0,40.0,-1.0,110.9522397213419,1,0,0.0
1705226775,1,110.378045,25.374547,0.0,40.0,-1.0,121.60388459881466,1,0,0.0
1705226776,1,110.37909,25.374391,0.0,40.0,-1.0,106.5311733084625,1,0,0.0
1705226778,1,110.380216,25.37425,0.0,40.0,-1.0,114.33581304088275,1,0,0.0
1705226780,1,110.38133,25.374126,0.0,40.0,-1.0,112.89355589644545,1,0,0.0
1705226782,1,110.382484,25.373917,0.0,40.0,-1.0,118.3786356637345,1,0,0.0
1705226784,1,110.383597,25.373697,0.0,40.0,-1.0,114.59382345223392,1,0,0.0
1705226786,1,110.384702,25.373411,0.0,40.0,-1.0,115.6119822763106,1,0,0.0
1705226788,1,110.385827,25.373179,0.0,40.0,-1.0,116.06355872850902,1,0,0.0
1705226828,1,110.403111,25.369916,0.0,40.0,-1.0,1776.0101940680504,1,0,0.0
1705227016,1,110.482476,25.279105,0.0,40.0,-1.0,12882.784816456611,1,0,0.0
1705227018,1,110.482979,25.278026,0.0,40.0,-1.0,130.349125875538,1,0,0.0
1705227019,1,110.483512,25.276901,0.0,40.0,-1.0,136.2432211355477,1,0,0.0
1705227021,1,110.484018,25.275784,0.0,40.0,-1.0,134.3716815669543,1,0,0.0
1705227023,1,110.484544,25.274732,0.0,40.0,-1.0,128.52182279996705,1,0,0.0
1705227025,1,110.485076,25.273654,0.0,40.0,-1.0,131.40964254284356,1,0,0.0
1705227027,1,110.485626,25.272573,0.0,40.0,-1.0,132.46194152766097,1,0,0.0
1705227029,1,110.486169,25.271512,0.0,40.0,-1.0,130.14536952702758,1,0,0.0
1705227031,1,110.486744,25.270479,0.0,40.0,-1.0,128.73944594246305,1,0,0.0
1705227033,1,110.487363,25.269459,0.0,40.0,-1.0,129.52049629810608,1,0,0.0
1705227035,1,110.487892,25.268387,0.0,40.0,-1.0,130.6775650622623,1,0,0.0
1705227037,1,110.48843,25.267355,0.0,40.0,-1.0,127.00821859703572,1,0,0.0
1705227040,1,110.48901,25.266238,0.0,40.0,-1.0,137.3703317625928,1,0,0.0
1705227066,1,110.49757,25.253148,0.0,40.0,-1.0,1692.9319551540016,1,0,0.0
1705227086,1,110.50305,25.242124,0.0,40.0,-1.0,1345.518704981735,1,0,0.0
1705227088,1,110.503206,25.241063,0.0,40.0,-1.0,119.14989687809855,1,0,0.0
1705227090,1,110.503175,25.239988,0.0,40.0,-1.0,119.70917133869911,1,0,0.0
1705227092,1,110.503309,25.23878,0.0,40.0,-1.0,135.14915598690743,1,0,0.0
1705227094,1,110.503402,25.237547,0.0,40.0,-1.0,137.57602671956374,1,0,0.0
1705227096,1,110.503564,25.236403,0.0,40.0,-1.0,128.38997431823705,1,0,0.0
1705227098,1,110.503788,25.235231,0.0,40.0,-1.0,132.40185027956431,1,0,0.0
1705227100,1,110.504008,25.234056,0.0,40.0,-1.0,132.66312718685714,1,0,0.0
1705227102,1,110.504176,25.232868,0.0,40.0,-1.0,133.32517387366786,1,0,0.0
1705227104,1,110.504393,25.231693,0.0,40.0,-1.0,132.6131063025017,1,0,0.0
1705227106,1,110.504606,25.230512,0.0,40.0,-1.0,133.20648903457396,1,0,0.0
1705227108,1,110.504785,25.229332,0.0,40.0,-1.0,132.58796956020603,1,0,0.0
1705227110,1,110.50498,25.228144,0.0,40.0,-1.0,133.6974878163612,1,0,0.0
1705227112,1,110.505085,25.226936,0.0,40.0,-1.0,134.88901136046792,1,0,0.0
1705227114,1,110.505212,25.225728,0.0,40.0,-1.0,135.0807648051835,1,0,0.0
1705227116,1,110.50528,25.224546,0.0,40.0,-1.0,131.75775489449737,1,0,0.0
1705227118,1,110.505317,25.223346,0.0,40.0,-1.0,133.63538360426168,1,0,0.0
1705227120,1,110.505282,25.222123,0.0,40.0,-1.0,136.18940812235533,1,0,0.0
1705227122,1,110.505289,25.220902,0.0,40.0,-1.0,135.9229143483211,1,0,0.0
1705227124,1,110.505367,25.219697,0.0,40.0,-1.0,134.36979929993134,1,0,0.0
1705227126,1,110.505444,25.218493,0.0,40.0,-1.0,134.25281171512876,1,0,0.0
1705227128,1,110.505414,25.217387,0.0,40.0,-1.0,123.15644701350607,1,0,0.0
1705227130,1,110.505279,25.216188,0.0,40.0,-1.0,134.16272336449353,1,0,0.0
1705227132,1,110.505092,25.215063,0.0,40.0,-1.0,126.64259415870343,1,0,0.0
1705227134,1,110.504689,25.213774,0.0,40.0,-1.0,149.12055702592255,1,0,0.0
1705227136,1,110.504181,25.212463,0.0,40.0,-1.0,154.64821064084347,1,0,0.0
1705227138,1,110.503889,25.211172,0.0,40.0,-1.0,146.69163366781663,1,0,0.0
1705227140,1,110.503604,25.209936,0.0,40.0,-1.0,140.55310132930038,1,0,0.0
1705227142,1,110.503305,25.208732,0.0,40.0,-1.0,137.37013449464257,1,0,0.0
1705227144,1,110.502915,25.207479,0.0,40.0,-1.0,144.90865702150023,1,0,0.0
1705227146,1,110.502569,25.206272,0.0,40.0,-1.0,138.8083506575669,1,0,0.0
1705227148,1,110.502219,25.205021,0.0,40.0,-1.0,143.65324163730574,1,0,0.0
1705227150,1,110.501936,25.203791,0.0,40.0,-1.0,139.85842658295883,1,0,0.0
1705227152,1,110.501679,25.202568,0.0,40.0,-1.0,138.5827484889257,1,0,0.0
